date,host,algo,numproc,msgsize,hostTime,hostMem,simTime
2015-02-25,idfreeze-1,3dmesh,32,1876406,28.90,24463972k,12.835588
2015-02-25,idfreeze-1,basic_linear,32,1876406,1.88,1888988k,0.620928
2015-02-25,idfreeze-1,bruck,32,1876406,1.90,1888988k,0.620928
2015-02-25,idfreeze-1,pair,32,1876406,1.97,1888196k,0.634825
2015-02-25,idfreeze-1,rdb,32,1876406,64.37,61933148k,19.857194
2015-02-25,idfreeze-1,ring,32,1876406,1.95,1888196k,0.634825
2015-02-25,idfreeze-1,ring_light_barrier,32,1876406,1.82,1888196k,0.636777
2015-02-25,idfreeze-1,ring_mpi_barrier,32,1876406,2.03,1888196k,0.642893
2015-02-25,idfreeze-1,ring_one_barrier,32,1876406,2.34,1888196k,0.635085
2015-02-25,idfreeze-1,mvapich2_scatter_dest,32,1876406,1.92,1888196k,0.624171
2015-02-25,idfreeze-1,mvapich2,32,1876406,2.00,1888196k,0.624171
2015-02-25,idfreeze-1,ompi,32,1876406,1.86,1888196k,0.634825
2015-02-25,idfreeze-1,mpich,32,1876406,2.10,1888196k,0.634825
2015-02-25,idfreeze-1,impi,32,1876406,1.95,1888196k,0.625088
2015-02-25,idfreeze-1,basic_linear,1011,46605,845.65,94471844k,12.397947
2015-02-25,idfreeze-1,bruck,1011,46605,834.69,94471472k,12.397947
2015-02-25,idfreeze-1,ring,1011,46605,700.12,46591856k,18.104583
2015-02-25,idfreeze-1,ring_light_barrier,1011,46605,3210.43,46591592k,12.435623
2015-02-25,idfreeze-1,ring_mpi_barrier,1011,46605,360.19,46592276k,12.856301
2015-02-25,idfreeze-1,ring_one_barrier,1011,46605,619.86,46591856k,17.463132
2015-02-25,idfreeze-1,mvapich2_scatter_dest,1011,46605,1045.51,46734680k,15.090530
2015-02-25,idfreeze-1,mvapich2,1011,46605,1061.86,46734944k,14.075259
2015-02-25,idfreeze-1,ompi,1011,46605,693.82,46591856k,17.649623
2015-02-25,idfreeze-1,mpich,1011,46605,715.13,46591856k,18.373584
2015-02-25,idfreeze-1,impi,1011,46605,1089.60,46748084k,14.502126
2015-02-25,idfreeze-1,2dmesh,169,44408,15.32,6728748k,1.202080
2015-02-25,idfreeze-1,3dmesh,169,44408,230.03,73460292k,15.519334
2015-02-25,idfreeze-1,basic_linear,169,44408,5.06,2520416k,0.079854
2015-02-25,idfreeze-1,bruck,169,44408,4.92,2520416k,0.079854
2015-02-25,idfreeze-1,rdb,169,44408,249.66,184435160k,21.717733
2015-02-25,idfreeze-1,ring,169,44408,3.12,1259816k,0.125719
2015-02-25,idfreeze-1,ring_light_barrier,169,44408,3.36,1260080k,0.136583
2015-02-25,idfreeze-1,ring_mpi_barrier,169,44408,4.88,1260144k,0.173343
2015-02-25,idfreeze-1,ring_one_barrier,169,44408,3.85,1260136k,0.421286
2015-02-25,idfreeze-1,mvapich2_scatter_dest,169,44408,3.23,1282520k,0.091389
2015-02-25,idfreeze-1,mvapich2,169,44408,3.24,1282520k,0.091389
2015-02-25,idfreeze-1,ompi,169,44408,3.17,1259816k,0.125719
2015-02-25,idfreeze-1,mpich,169,44408,3.19,1259816k,0.125719
2015-02-25,idfreeze-1,impi,169,44408,10.35,1282904k,0.097594
2015-02-25,idfreeze-1,2dmesh,84,154293,12.35,5299940k,1.896848
2015-02-25,idfreeze-1,basic_linear,84,154293,2.65,2134724k,0.137176
2015-02-25,idfreeze-1,bruck,84,154293,2.64,2134724k,0.137176
2015-02-25,idfreeze-1,rdb,84,154293,98.21,79244372k,18.614485
2015-02-25,idfreeze-1,ring,84,154293,2.13,1088228k,0.184363
2015-02-25,idfreeze-1,ring_light_barrier,84,154293,2.20,1088756k,0.189698
2015-02-25,idfreeze-1,ring_mpi_barrier,84,154293,2.82,1088748k,0.204963
2015-02-25,idfreeze-1,ring_one_barrier,84,154293,2.62,1088444k,0.184623
2015-02-25,idfreeze-1,mvapich2_scatter_dest,84,154293,2.01,1126772k,0.148685
2015-02-25,idfreeze-1,mvapich2,84,154293,2.07,1126772k,0.148685
2015-02-25,idfreeze-1,ompi,84,154293,2.11,1088228k,0.184363
2015-02-25,idfreeze-1,mpich,84,154293,2.11,1088228k,0.184363
2015-02-25,idfreeze-1,impi,84,154293,2.17,1126660k,0.149872
2015-02-25,idfreeze-1,basic_linear,259,282236,43.53,37008092k,0.849917
2015-02-25,idfreeze-1,bruck,259,282236,42.98,37008092k,0.849917
2015-02-25,idfreeze-1,ring,259,282236,30.43,18575612k,0.934368
2015-02-25,idfreeze-1,ring_light_barrier,259,282236,40.94,18576404k,0.951910
2015-02-25,idfreeze-1,ring_mpi_barrier,259,282236,30.35,18575968k,1.002853
2015-02-25,idfreeze-1,ring_one_barrier,259,282236,30.19,18575612k,0.934691
2015-02-25,idfreeze-1,mvapich2_scatter_dest,259,282236,38.96,18791036k,0.817747
2015-02-25,idfreeze-1,mvapich2,259,282236,39.66,18791036k,0.817747
2015-02-25,idfreeze-1,ompi,259,282236,30.43,18575612k,0.934368
2015-02-25,idfreeze-1,mpich,259,282236,30.47,18575612k,0.934368
2015-02-25,idfreeze-1,impi,259,282236,39.24,18792256k,0.819233
2015-02-25,idfreeze-1,basic_linear,186,508535,20.92,17239892k,1.003973
2015-02-25,idfreeze-1,bruck,186,508535,20.32,17239892k,1.003973
2015-02-25,idfreeze-1,ring,186,508535,15.76,17195012k,1.089205
2015-02-25,idfreeze-1,ring_light_barrier,186,508535,16.63,17195012k,1.101175
2015-02-25,idfreeze-1,ring_mpi_barrier,186,508535,17.50,17195012k,1.150300
2015-02-25,idfreeze-1,ring_one_barrier,186,508535,16.38,17195012k,1.089530
2015-02-25,idfreeze-1,mvapich2_scatter_dest,186,508535,17.29,17195540k,1.025281
2015-02-25,idfreeze-1,mvapich2,186,508535,16.74,17195540k,1.025281
2015-02-25,idfreeze-1,ompi,186,508535,15.99,17195012k,1.089205
2015-02-25,idfreeze-1,mpich,186,508535,15.92,17195012k,1.089205
2015-02-25,idfreeze-1,impi,186,508535,17.02,17196188k,1.026682
2015-02-25,idfreeze-1,2dmesh,35,1882580,16.03,8763016k,5.515810
2015-02-25,idfreeze-1,basic_linear,35,1882580,2.16,2265480k,0.683212
2015-02-25,idfreeze-1,bruck,35,1882580,2.23,2265480k,0.683212
2015-02-25,idfreeze-1,ring,35,1882580,2.24,2263896k,0.698499
2015-02-25,idfreeze-1,ring_light_barrier,35,1882580,2.20,2263896k,0.700646
2015-02-25,idfreeze-1,ring_mpi_barrier,35,1882580,2.34,2263896k,0.707413
2015-02-25,idfreeze-1,ring_one_barrier,35,1882580,2.29,2263896k,0.698759
2015-02-25,idfreeze-1,mvapich2_scatter_dest,35,1882580,2.37,2264160k,0.686918
2015-02-25,idfreeze-1,mvapich2,35,1882580,2.20,2264160k,0.686918
2015-02-25,idfreeze-1,ompi,35,1882580,2.24,2263896k,0.698499
2015-02-25,idfreeze-1,mpich,35,1882580,2.20,2263896k,0.698499
2015-02-25,idfreeze-1,impi,35,1882580,2.16,2264280k,0.687966
2015-02-25,idfreeze-1,2dmesh,16,931545,1.07,783208k,0.777152
2015-02-25,idfreeze-1,3dmesh,16,931545,1.24,1234564k,0.598505
2015-02-25,idfreeze-1,basic_linear,16,931545,0.35,244648k,0.149510
2015-02-25,idfreeze-1,bruck,16,931545,0.34,244648k,0.149510
2015-02-25,idfreeze-1,pair,16,931545,0.37,244384k,0.155996
2015-02-25,idfreeze-1,rdb,16,931545,3.42,3970744k,2.386608
2015-02-25,idfreeze-1,ring,16,931545,0.36,244384k,0.155996
2015-02-25,idfreeze-1,ring_light_barrier,16,931545,0.36,244384k,0.156906
2015-02-25,idfreeze-1,ring_mpi_barrier,16,931545,0.35,244384k,0.159054
2015-02-25,idfreeze-1,ring_one_barrier,16,931545,0.36,244384k,0.156191
2015-02-25,idfreeze-1,mvapich2_scatter_dest,16,931545,0.37,244384k,0.150900
2015-02-25,idfreeze-1,mvapich2,16,931545,0.36,244648k,0.150900
2015-02-25,idfreeze-1,ompi,16,931545,0.34,244384k,0.155996
2015-02-25,idfreeze-1,mpich,16,931545,0.36,244384k,0.155996
2015-02-25,idfreeze-1,impi,16,931545,0.37,244768k,0.151619
2015-02-25,idfreeze-1,basic_linear,672,113715,458.89,100885720k,16.027335
2015-02-25,idfreeze-1,bruck,672,113715,467.86,100885392k,16.027335
2015-02-25,idfreeze-1,ring,672,113715,284.16,50244048k,16.226709
2015-02-25,idfreeze-1,ring_light_barrier,672,113715,407.05,50244048k,16.318071
2015-02-25,idfreeze-1,ring_mpi_barrier,672,113715,158.42,50244320k,16.564950
2015-02-25,idfreeze-1,ring_one_barrier,672,113715,317.67,50244152k,16.244249
2015-02-25,idfreeze-1,mvapich2_scatter_dest,672,113715,292.04,50471616k,16.090718
2015-02-25,idfreeze-1,mvapich2,672,113715,295.09,50471352k,16.090416
2015-02-25,idfreeze-1,ompi,672,113715,285.97,50244048k,16.226422
2015-02-25,idfreeze-1,mpich,672,113715,285.53,50244048k,16.226579
2015-02-25,idfreeze-1,impi,672,113715,243.79,50477300k,16.102367
2015-02-25,idfreeze-1,2dmesh,68,1811362,130.09,48728488k,25.533441
2015-02-25,idfreeze-1,basic_linear,68,1811362,7.51,8197292k,1.294984
2015-02-25,idfreeze-1,bruck,68,1811362,7.40,8197292k,1.294984
2015-02-25,idfreeze-1,ring,68,1811362,7.41,8191748k,1.325556
2015-02-25,idfreeze-1,ring_light_barrier,68,1811362,7.39,8191748k,1.329850
2015-02-25,idfreeze-1,ring_mpi_barrier,68,1811362,7.61,8191748k,1.343059
2015-02-25,idfreeze-1,ring_one_barrier,68,1811362,7.33,8191748k,1.325816
2015-02-25,idfreeze-1,mvapich2_scatter_dest,68,1811362,7.61,8191748k,1.302395
2015-02-25,idfreeze-1,mvapich2,68,1811362,7.60,8191748k,1.302395
2015-02-25,idfreeze-1,ompi,68,1811362,7.47,8191748k,1.325556
2015-02-25,idfreeze-1,mpich,68,1811362,7.46,8191748k,1.325556
2015-02-25,idfreeze-1,impi,68,1811362,7.64,8192132k,1.303579
2015-02-25,idfreeze-1,2dmesh,208,629681,558.67,160249840k,25.665146
2015-02-25,idfreeze-1,basic_linear,208,629681,31.23,26674184k,1.390799
2015-02-25,idfreeze-1,bruck,208,629681,30.00,26674148k,1.390799
2015-02-25,idfreeze-1,ring,208,629681,23.81,26617720k,1.486223
2015-02-25,idfreeze-1,ring_light_barrier,208,629681,24.06,26618128k,1.499624
2015-02-25,idfreeze-1,ring_mpi_barrier,208,629681,25.52,26618128k,1.554604
2015-02-25,idfreeze-1,ring_one_barrier,208,629681,23.60,26618128k,1.486548
2015-02-25,idfreeze-1,mvapich2_scatter_dest,208,629681,24.91,26618656k,1.414424
2015-02-25,idfreeze-1,mvapich2,208,629681,24.80,26618656k,1.414424
2015-02-25,idfreeze-1,ompi,208,629681,23.52,26617864k,1.486223
2015-02-25,idfreeze-1,mpich,208,629681,23.54,26617864k,1.486223
2015-02-25,idfreeze-1,impi,208,629681,24.89,26619184k,1.415829
2015-02-25,idfreeze-1,2dmesh,15,861419,1.02,667796k,0.776207
2015-02-25,idfreeze-1,basic_linear,15,861419,0.31,201044k,0.129102
2015-02-25,idfreeze-1,bruck,15,861419,0.30,201044k,0.129102
2015-02-25,idfreeze-1,rdb,15,861419,2.81,2270276k,2.100907
2015-02-25,idfreeze-1,ring,15,861419,0.30,200780k,0.135124
2015-02-25,idfreeze-1,ring_light_barrier,15,861419,0.31,200780k,0.135969
2015-02-25,idfreeze-1,ring_mpi_barrier,15,861419,0.32,200780k,0.137987
2015-02-25,idfreeze-1,ring_one_barrier,15,861419,0.31,200780k,0.135319
2015-02-25,idfreeze-1,mvapich2_scatter_dest,15,861419,0.32,200780k,0.130491
2015-02-25,idfreeze-1,mvapich2,15,861419,0.30,200780k,0.130491
2015-02-25,idfreeze-1,ompi,15,861419,0.30,200780k,0.135124
2015-02-25,idfreeze-1,mpich,15,861419,0.31,200780k,0.135124
2015-02-25,idfreeze-1,impi,15,861419,0.31,200780k,0.131210
2015-02-25,idfreeze-1,basic_linear,29,1089818,1.03,907372k,0.325956
2015-02-25,idfreeze-1,bruck,29,1089818,0.99,907372k,0.325956
2015-02-25,idfreeze-1,rdb,29,1089818,25.50,17820268k,10.410796
2015-02-25,idfreeze-1,ring,29,1089818,0.97,906580k,0.338463
2015-02-25,idfreeze-1,ring_light_barrier,29,1089818,1.00,906844k,0.340219
2015-02-25,idfreeze-1,ring_mpi_barrier,29,1089818,1.06,906844k,0.345555
2015-02-25,idfreeze-1,ring_one_barrier,29,1089818,0.97,906844k,0.338723
2015-02-25,idfreeze-1,mvapich2_scatter_dest,29,1089818,1.02,906844k,0.329198
2015-02-25,idfreeze-1,mvapich2,29,1089818,1.03,906844k,0.329198
2015-02-25,idfreeze-1,ompi,29,1089818,0.96,906580k,0.338463
2015-02-25,idfreeze-1,mpich,29,1089818,1.00,906580k,0.338463
2015-02-25,idfreeze-1,impi,29,1089818,1.00,906844k,0.330114
2015-02-25,idfreeze-1,basic_linear,188,243707,18.68,16837800k,0.486690
2015-02-25,idfreeze-1,bruck,188,243707,18.45,16837800k,0.486690
2015-02-25,idfreeze-1,ring,188,243707,12.75,8470320k,0.593723
2015-02-25,idfreeze-1,ring_light_barrier,188,243707,13.20,8470848k,0.605824
2015-02-25,idfreeze-1,ring_mpi_barrier,188,243707,15.33,8470908k,0.647976
2015-02-25,idfreeze-1,ring_one_barrier,188,243707,16.76,8470496k,0.594049
2015-02-25,idfreeze-1,mvapich2_scatter_dest,188,243707,12.89,8605488k,0.513161
2015-02-25,idfreeze-1,mvapich2,188,243707,12.82,8605488k,0.513161
2015-02-25,idfreeze-1,ompi,188,243707,12.96,8470320k,0.593723
2015-02-25,idfreeze-1,mpich,188,243707,12.79,8470320k,0.593723
2015-02-25,idfreeze-1,impi,188,243707,13.06,8605576k,0.514563
2015-02-25,idfreeze-1,2dmesh,784,41732,906.01,227034144k,11.275107
2015-02-25,idfreeze-1,basic_linear,784,41732,320.95,50949312k,7.691627
2015-02-25,idfreeze-1,bruck,784,41732,327.90,50945048k,7.691627
2015-02-25,idfreeze-1,ring,784,41732,414.72,25103040k,10.031613
2015-02-25,idfreeze-1,ring_light_barrier,784,41732,1418.03,25103040k,7.744160
2015-02-25,idfreeze-1,ring_mpi_barrier,784,41732,297.18,25103216k,8.011522
2015-02-25,idfreeze-1,ring_one_barrier,784,41732,361.44,25103040k,10.346802
2015-02-25,idfreeze-1,mvapich2_scatter_dest,784,41732,720.19,25202832k,9.390974
2015-02-25,idfreeze-1,mvapich2,784,41732,719.96,25203096k,9.391371
2015-02-25,idfreeze-1,ompi,784,41732,426.60,25102776k,9.666195
2015-02-25,idfreeze-2,2dmesh,170,430819,210.48,75092680k,15.235551
2015-02-25,idfreeze-2,basic_linear,170,430819,14.38,12209980k,0.777087
2015-02-25,idfreeze-2,bruck,170,430819,14.04,12209980k,0.777087
2015-02-25,idfreeze-2,ring,170,430819,11.58,12172492k,0.854908
2015-02-25,idfreeze-2,ring_light_barrier,170,430819,11.84,12172756k,0.865837
2015-02-25,idfreeze-2,ring_mpi_barrier,170,430819,12.72,12172756k,0.910505
2015-02-25,idfreeze-2,ring_one_barrier,170,430819,11.44,12172756k,0.855233
2015-02-25,idfreeze-2,mvapich2_scatter_dest,170,430819,12.05,12173284k,0.796542
2015-02-25,idfreeze-2,mvapich2,170,430819,12.06,12173284k,0.796542
2015-02-25,idfreeze-2,ompi,170,430819,11.38,12172492k,0.854908
2015-02-25,idfreeze-2,mpich,170,430819,11.54,12172492k,0.854908
2015-02-25,idfreeze-2,impi,170,430819,12.14,12173668k,0.797940
2015-02-25,idfreeze-2,basic_linear,372,253120,124.89,68528784k,9.948207
2015-02-25,idfreeze-2,bruck,372,253120,122.97,68528544k,9.948207
2015-02-25,idfreeze-2,ring,372,253120,72.65,34315500k,10.048922
2015-02-25,idfreeze-2,ring_light_barrier,372,253120,74.46,34315500k,10.089050
2015-02-25,idfreeze-2,ring_mpi_barrier,372,253120,96.31,34316264k,10.160422
2015-02-25,idfreeze-2,ring_one_barrier,372,253120,75.24,34315636k,10.048805
2015-02-25,idfreeze-2,mvapich2_scatter_dest,372,253120,73.98,34592964k,9.991835
2015-02-25,idfreeze-2,mvapich2,372,253120,74.10,34592964k,9.991835
2015-02-25,idfreeze-2,ompi,372,253120,72.50,34315500k,10.048922
2015-02-25,idfreeze-2,mpich,372,253120,72.43,34315500k,10.048922
2015-02-25,idfreeze-2,impi,372,253120,72.71,34594724k,9.994826
2015-02-25,idfreeze-2,basic_linear,206,524523,26.46,21806080k,1.147421
2015-02-25,idfreeze-2,bruck,206,524523,25.13,21806096k,1.147421
2015-02-25,idfreeze-2,ring,206,524523,19.70,21751008k,1.241917
2015-02-25,idfreeze-2,ring_light_barrier,206,524523,19.95,21751008k,1.255189
2015-02-25,idfreeze-2,ring_mpi_barrier,206,524523,21.59,21751008k,1.309659
2015-02-25,idfreeze-2,ring_one_barrier,206,524523,19.36,21751008k,1.242243
2015-02-25,idfreeze-2,mvapich2_scatter_dest,206,524523,20.57,21752064k,1.171045
2015-02-25,idfreeze-2,mvapich2,206,524523,20.89,21751800k,1.171045
2015-02-25,idfreeze-2,ompi,206,524523,19.50,21751008k,1.241917
2015-02-25,idfreeze-2,mpich,206,524523,19.81,21751008k,1.241917
2015-02-25,idfreeze-2,impi,206,524523,20.79,21752448k,1.172450
2015-02-25,idfreeze-2,2dmesh,665,14428,234.58,67583500k,4.144073
2015-02-25,idfreeze-2,basic_linear,665,14428,141.49,13096024k,1.999407
2015-02-25,idfreeze-2,bruck,665,14428,137.08,13097492k,1.999407
2015-02-25,idfreeze-2,ring,665,14428,351.44,6260928k,2.322378
2015-02-25,idfreeze-2,ring_light_barrier,665,14428,734.95,6260796k,2.029216
2015-02-25,idfreeze-2,ring_mpi_barrier,665,14428,112.40,6261128k,2.229234
2015-02-25,idfreeze-2,ring_one_barrier,665,14428,231.32,6261060k,2.340742
2015-02-25,idfreeze-2,mvapich2_scatter_dest,665,14428,322.65,6292476k,2.304835
2015-02-25,idfreeze-2,mvapich2,665,14428,324.91,6292476k,2.295689
2015-02-25,idfreeze-2,ompi,665,14428,356.39,6260796k,2.269206
2015-02-25,idfreeze-2,mpich,665,14428,144.54,13096832k,1.999407
2015-02-25,idfreeze-2,impi,665,14428,343.19,6298180k,2.111396
2015-02-25,idfreeze-2,basic_linear,211,451988,24.72,19723344k,1.012917
2015-02-25,idfreeze-2,bruck,211,451988,24.28,19723368k,1.012917
2015-02-25,idfreeze-2,ring,211,451988,17.96,19665716k,1.109730
2015-02-25,idfreeze-2,ring_light_barrier,211,451988,18.41,19665716k,1.123326
2015-02-25,idfreeze-2,ring_mpi_barrier,211,451988,19.60,19665716k,1.178806
2015-02-25,idfreeze-2,ring_one_barrier,211,451988,17.81,19665716k,1.110055
2015-02-25,idfreeze-2,mvapich2_scatter_dest,211,451988,19.05,19666244k,1.037004
2015-02-25,idfreeze-2,mvapich2,211,451988,18.85,19666244k,1.037004
2015-02-25,idfreeze-2,ompi,211,451988,17.87,19665716k,1.109730
2015-02-25,idfreeze-2,mpich,211,451988,17.92,19665716k,1.109730
2015-02-25,idfreeze-2,impi,211,451988,19.11,19666772k,1.038410
2015-02-25,idfreeze-2,2dmesh,82,327960,76.75,25619688k,13.391383
2015-02-25,idfreeze-2,basic_linear,82,327960,2.63,2174268k,0.283821
2015-02-25,idfreeze-2,bruck,82,327960,2.56,2174268k,0.283821
2015-02-25,idfreeze-2,ring,82,327960,2.39,2165820k,0.320878
2015-02-25,idfreeze-2,ring_light_barrier,82,327960,2.48,2165820k,0.326083
2015-02-25,idfreeze-2,ring_mpi_barrier,82,327960,2.63,2165820k,0.342026
2015-02-25,idfreeze-2,ring_one_barrier,82,327960,2.42,2165820k,0.321139
2015-02-25,idfreeze-2,mvapich2_scatter_dest,82,327960,2.53,2166084k,0.293085
2015-02-25,idfreeze-2,mvapich2,82,327960,2.49,2166084k,0.293085
2015-02-25,idfreeze-2,ompi,82,327960,2.37,2165820k,0.320878
2015-02-25,idfreeze-2,mpich,82,327960,2.42,2165820k,0.320878
2015-02-25,idfreeze-2,impi,82,327960,2.58,2166084k,0.294272
2015-02-25,idfreeze-2,basic_linear,321,357888,81.07,36171168k,7.881725
2015-02-25,idfreeze-2,bruck,321,357888,82.95,36171052k,7.881725
2015-02-25,idfreeze-2,ring,321,357888,36.21,36028920k,8.059253
2015-02-25,idfreeze-2,ring_light_barrier,321,357888,46.34,36029184k,8.032035
2015-02-25,idfreeze-2,ring_mpi_barrier,321,357888,40.79,36029184k,8.141205
2015-02-25,idfreeze-2,ring_one_barrier,321,357888,36.03,36028920k,8.054529
2015-02-25,idfreeze-2,mvapich2_scatter_dest,321,357888,36.09,36030504k,7.948372
2015-02-25,idfreeze-2,mvapich2,321,357888,36.29,36030504k,7.948421
2015-02-25,idfreeze-2,ompi,321,357888,35.58,36028920k,8.059236
2015-02-25,idfreeze-2,mpich,321,357888,35.92,36028920k,8.059267
2015-02-25,idfreeze-2,impi,321,357888,36.96,36031844k,7.947809
2015-02-25,idfreeze-2,basic_linear,710,95879,750.62,95070488k,14.747928
2015-02-25,idfreeze-2,bruck,710,95879,487.88,95069676k,14.747928
2015-02-25,idfreeze-2,ring,710,95879,361.52,47286956k,14.977735
2015-02-25,idfreeze-2,ring_light_barrier,710,95879,408.36,47287076k,15.063059
2015-02-25,idfreeze-2,ring_mpi_barrier,710,95879,142.69,47287376k,15.336836
2015-02-25,idfreeze-2,ring_one_barrier,710,95879,321.04,47287080k,14.976893
2015-02-25,idfreeze-2,mvapich2_scatter_dest,710,95879,315.82,47490356k,14.812546
2015-02-25,idfreeze-2,mvapich2,710,95879,303.08,47490356k,14.812601
2015-02-25,idfreeze-2,ompi,710,95879,346.51,47287076k,14.970673
2015-02-25,idfreeze-2,mpich,710,95879,362.55,47287076k,14.970773
2015-02-25,idfreeze-2,impi,710,95879,289.99,47496660k,14.814544
2015-02-25,idfreeze-2,basic_linear,189,697057,27.41,24376860k,1.398295
2015-02-25,idfreeze-2,bruck,189,697057,26.84,24376860k,1.398295
2015-02-25,idfreeze-2,ring,189,697057,21.66,24330396k,1.484917
2015-02-25,idfreeze-2,ring_light_barrier,189,697057,22.06,24330396k,1.497083
2015-02-25,idfreeze-2,ring_mpi_barrier,189,697057,23.32,24330660k,1.546837
2015-02-25,idfreeze-2,ring_one_barrier,189,697057,21.80,24330396k,1.485243
2015-02-25,idfreeze-2,mvapich2_scatter_dest,189,697057,23.01,24331188k,1.420067
2015-02-25,idfreeze-2,mvapich2,189,697057,23.05,24331188k,1.420067
2015-02-25,idfreeze-2,ompi,189,697057,21.85,24330396k,1.484917
2015-02-25,idfreeze-2,mpich,189,697057,21.69,24330396k,1.484917
2015-02-25,idfreeze-2,impi,189,697057,23.00,24331452k,1.421469
2015-02-25,idfreeze-2,2dmesh,200,182986,132.25,48285780k,8.969311
2015-02-25,idfreeze-2,3dmesh,200,182986,204.03,115560840k,11.153068
2015-02-25,idfreeze-2,basic_linear,200,182986,17.04,14324948k,0.388994
2015-02-25,idfreeze-2,bruck,200,182986,16.55,14324948k,0.388994
2015-02-25,idfreeze-2,ring,200,182986,11.44,7197688k,0.502933
2015-02-25,idfreeze-2,ring_light_barrier,200,182986,11.97,7197688k,0.515814
2015-02-25,idfreeze-2,ring_mpi_barrier,200,182986,14.16,7197864k,0.561072
2015-02-25,idfreeze-2,ring_one_barrier,200,182986,11.38,7197688k,0.503258
2015-02-25,idfreeze-2,mvapich2_scatter_dest,200,182986,11.49,7305664k,0.417191
2015-02-25,idfreeze-2,mvapich2,200,182986,11.42,7305664k,0.417191
2015-02-25,idfreeze-2,ompi,200,182986,11.34,7197688k,0.502933
2015-02-25,idfreeze-2,mpich,200,182986,11.36,7197688k,0.502933
2015-02-25,idfreeze-2,impi,200,182986,11.66,7306004k,0.418595
2015-02-25,idfreeze-2,2dmesh,516,58427,731.66,189192480k,15.936087
2015-02-25,idfreeze-2,basic_linear,516,58427,99.23,30738716k,5.146894
2015-02-25,idfreeze-2,bruck,516,58427,105.02,30740032k,5.146894
2015-02-25,idfreeze-2,ring,516,58427,132.75,15240448k,5.446432
2015-02-25,idfreeze-2,ring_light_barrier,516,58427,291.33,15240448k,5.171478
2015-02-25,idfreeze-2,ring_mpi_barrier,516,58427,92.91,15240544k,5.348203
2015-02-25,idfreeze-2,ring_one_barrier,516,58427,149.41,15240288k,5.405835
2015-02-25,idfreeze-2,mvapich2_scatter_dest,516,58427,134.62,15330736k,5.447401
2015-02-25,idfreeze-2,mvapich2,516,58427,135.45,15330736k,5.447367
2015-02-25,idfreeze-2,ompi,516,58427,135.86,15240448k,5.444193
2015-02-25,idfreeze-2,mpich,516,58427,133.62,15240448k,5.445912
2015-02-25,idfreeze-2,impi,516,58427,140.31,15334096k,5.619186
2015-02-25,idfreeze-2,2dmesh,104,1105996,155.29,60979196k,18.225007
2015-02-25,idfreeze-2,basic_linear,104,1105996,11.48,11708300k,1.215585
2015-02-25,idfreeze-2,bruck,104,1105996,11.07,11708300k,1.215585
2015-02-25,idfreeze-2,ring,104,1105996,10.40,11694572k,1.262833
2015-02-25,idfreeze-2,ring_light_barrier,104,1105996,10.59,11694572k,1.269469
2015-02-25,idfreeze-2,ring_mpi_barrier,104,1105996,11.47,11694572k,1.293671
2015-02-25,idfreeze-2,ring_one_barrier,104,1105996,10.59,11694572k,1.263158
2015-02-25,idfreeze-2,mvapich2_scatter_dest,104,1105996,10.97,11694836k,1.227165
2015-02-25,idfreeze-2,mvapich2,104,1105996,10.95,11694836k,1.227165
2015-02-25,idfreeze-2,ompi,104,1105996,10.40,11694572k,1.262833
2015-02-25,idfreeze-2,mpich,104,1105996,10.50,11694572k,1.262833
2015-02-25,idfreeze-2,impi,104,1105996,10.88,11695220k,1.228421
2015-02-25,idfreeze-2,2dmesh,930,560,29.22,4634248k,0.209081
2015-02-25,idfreeze-2,basic_linear,930,560,322.51,2217292k,0.132710
2015-02-25,idfreeze-2,bruck,930,560,340.97,2217484k,0.132710
2015-02-25,idfreeze-2,ring,930,560,342.74,498908k,0.188042
2015-02-25,idfreeze-2,ring_light_barrier,930,560,493.58,499052k,0.192194
2015-02-25,idfreeze-2,ring_mpi_barrier,930,560,86.19,499052k,0.490321
2015-02-25,idfreeze-2,ring_one_barrier,930,560,363.25,499052k,0.176401
2015-02-25,idfreeze-2,mvapich2_scatter_dest,930,560,496.57,505652k,0.169271
2015-02-25,idfreeze-2,mvapich2,930,560,343.43,2217484k,0.132710
2015-02-25,idfreeze-2,ompi,930,560,319.60,2217292k,0.132710
2015-02-25,idfreeze-2,mpich,930,560,321.60,2217292k,0.132710
2015-02-25,idfreeze-2,impi,930,560,535.01,2220024k,0.136629
2015-02-25,idfreeze-2,basic_linear,448,281237,262.14,110417192k,18.294555
2015-02-25,idfreeze-2,bruck,448,281237,255.66,110416988k,18.294555
2015-02-25,idfreeze-2,ring,448,281237,125.54,55263540k,18.415429
2015-02-25,idfreeze-2,ring_light_barrier,448,281237,130.07,55265388k,18.476449
2015-02-25,idfreeze-2,ring_mpi_barrier,448,281237,112.82,55264184k,18.569678
2015-02-25,idfreeze-2,ring_one_barrier,448,281237,142.69,55263720k,18.415671
2015-02-25,idfreeze-2,mvapich2_scatter_dest,448,281237,139.91,55635780k,18.345740
2015-02-25,idfreeze-2,mvapich2,448,281237,139.37,55635516k,18.345740
2015-02-25,idfreeze-2,ompi,448,281237,125.41,55263540k,18.415429
2015-02-25,idfreeze-2,mpich,448,281237,126.54,55263540k,18.415423
2015-02-25,idfreeze-2,impi,448,281237,139.47,55638308k,18.347820
