date,host,algo,numproc,msgsize,hostTime,hostMem,simTime
2015-02-24,graphite-1-0,ompi,383,57660,63.34,8295932k,2.642007
2015-02-24,graphite-1-0,mpich,383,57660,63.29,8295928k,2.642130
2015-02-24,graphite-1-0,impi,383,57660,70.02,8364168k,2.545026
2015-02-24,graphite-1-0,basic_linear,505,73328,75.82,36857664k,6.186511
2015-02-24,graphite-1-0,bruck,505,73328,78.05,36857588k,6.186511
2015-02-24,graphite-2-0,basic_linear,287,259796,45.75,41844368k,2.729136
2015-02-24,graphite-2-0,bruck,287,259796,44.99,41844368k,2.729136
2015-02-24,graphite-2-0,ring,287,259796,32.35,20983680k,2.810556
2015-02-24,graphite-2-0,ring_light_barrier,287,259796,34.86,20983944k,2.887392
2015-02-24,graphite-2-0,ring_mpi_barrier,287,259796,37.54,20983932k,2.912326
2015-02-24,graphite-2-0,ring_one_barrier,287,259796,32.05,20983696k,2.810737
2015-02-24,graphite-2-0,mvapich2_scatter_dest,287,259796,34.04,21203328k,2.771773
2015-02-24,graphite-2-0,mvapich2,287,259796,33.98,21203588k,2.771773
2015-02-24,graphite-2-0,ompi,287,259796,32.71,20983680k,2.810429
2015-02-24,graphite-2-0,mpich,287,259796,32.02,20983676k,2.810554
2015-02-24,graphite-2-0,impi,287,259796,34.11,21204624k,2.773344
2015-02-24,graphite-2-0,basic_linear,163,328714,12.24,8575596k,0.568481
2015-02-24,graphite-2-0,bruck,163,328714,12.24,8575860k,0.568481
2015-02-24,graphite-2-0,ring,163,328714,10.66,8540748k,0.643060
2015-02-24,graphite-2-0,ring_light_barrier,163,328714,11.31,8540744k,0.653534
2015-02-24,graphite-2-0,ring_mpi_barrier,163,328714,12.07,8540744k,0.696661
2015-02-24,graphite-2-0,ring_one_barrier,163,328714,11.07,8540748k,0.643385
2015-02-24,graphite-2-0,mvapich2_scatter_dest,163,328714,11.25,8541276k,0.587010
2015-02-24,graphite-2-0,mvapich2,163,328714,11.10,8541272k,0.587010
2015-02-24,graphite-2-0,ompi,163,328714,11.36,8540748k,0.643060
2015-02-24,graphite-2-0,mpich,163,328714,11.13,8540748k,0.643060
2015-02-24,graphite-2-0,impi,163,328714,11.33,8541544k,0.588407
2015-02-24,graphite-2-0,2dmesh,144,694541,163.47,71587924k,14.669597
2015-02-24,graphite-2-0,basic_linear,144,694541,17.26,14102788k,1.059870
2015-02-24,graphite-2-0,bruck,144,694541,17.52,14103316k,1.059870
2015-02-24,graphite-2-0,ring,144,694541,16.64,14075860k,1.125648
2015-02-24,graphite-2-0,ring_light_barrier,144,694541,16.72,14075860k,1.134885
2015-02-24,graphite-2-0,ring_mpi_barrier,144,694541,17.05,14075856k,1.172102
2015-02-24,graphite-2-0,ring_one_barrier,144,694541,16.69,14075860k,1.125973
2015-02-24,graphite-2-0,mvapich2_scatter_dest,144,694541,16.30,14076124k,1.076083
2015-02-24,graphite-2-0,mvapich2,144,694541,16.44,14076124k,1.076083
2015-02-24,graphite-2-0,ompi,144,694541,16.69,14075860k,1.125648
2015-02-24,graphite-2-0,mpich,144,694541,16.52,14075856k,1.125648
2015-02-24,graphite-2-0,impi,144,694541,16.75,14076388k,1.077476
2015-02-24,graphite-2-0,2dmesh,34,2060217,38.80,13759356k,14.167176
2015-02-24,graphite-2-0,basic_linear,34,2060217,3.16,2336620k,0.725660
2015-02-24,graphite-2-0,bruck,34,2060217,3.08,2337148k,0.725660
2015-02-24,graphite-2-0,ring,34,2060217,3.27,2335300k,0.740483
2015-02-24,graphite-2-0,ring_light_barrier,34,2060217,3.14,2335296k,0.742565
2015-02-24,graphite-2-0,ring_mpi_barrier,34,2060217,3.23,2335300k,0.749137
2015-02-24,graphite-2-0,ring_one_barrier,34,2060217,3.13,2335300k,0.740743
2015-02-24,graphite-2-0,mvapich2_scatter_dest,34,2060217,3.27,2335300k,0.729366
2015-02-24,graphite-2-0,mvapich2,34,2060217,3.08,2335300k,0.729366
2015-02-24,graphite-2-0,ompi,34,2060217,3.09,2335296k,0.740483
2015-02-24,graphite-2-0,mpich,34,2060217,3.31,2335300k,0.740483
2015-02-24,graphite-2-0,impi,34,2060217,3.31,2335564k,0.730413
2015-02-24,graphite-2-0,basic_linear,158,543100,15.39,13284252k,0.909975
2015-02-24,graphite-2-0,bruck,158,543100,15.00,13284252k,0.909975
2015-02-24,graphite-2-0,ring,158,543100,14.12,13251516k,0.982238
2015-02-24,graphite-2-0,ring_light_barrier,158,543100,14.15,13251516k,0.992386
2015-02-24,graphite-2-0,ring_mpi_barrier,158,543100,15.13,13251516k,1.033752
2015-02-24,graphite-2-0,ring_one_barrier,158,543100,14.11,13251516k,0.982563
2015-02-24,graphite-2-0,mvapich2_scatter_dest,158,543100,14.42,13252040k,0.928041
2015-02-24,graphite-2-0,mvapich2,158,543100,14.56,13252040k,0.928041
2015-02-24,graphite-2-0,ompi,158,543100,14.01,13251516k,0.982238
2015-02-24,graphite-2-0,mpich,158,543100,13.97,13251512k,0.982238
2015-02-24,graphite-2-0,impi,158,543100,14.41,13252576k,0.929437
2015-02-24,graphite-2-0,2dmesh,72,1352888,60.58,30545360k,10.640415
2015-02-24,graphite-2-0,basic_linear,72,1352888,8.21,6865620k,1.025051
2015-02-24,graphite-2-0,bruck,72,1352888,8.21,6865628k,1.025051
2015-02-24,graphite-2-0,ring,72,1352888,8.23,6859024k,1.057476
2015-02-24,graphite-2-0,ring_light_barrier,72,1352888,8.33,6859024k,1.062030
2015-02-24,graphite-2-0,ring_mpi_barrier,72,1352888,8.31,6859024k,1.076021
2015-02-24,graphite-2-0,ring_one_barrier,72,1352888,8.23,6859024k,1.057736
2015-02-24,graphite-2-0,mvapich2_scatter_dest,72,1352888,7.85,6859288k,1.032926
2015-02-24,graphite-2-0,mvapich2,72,1352888,8.30,6859284k,1.032926
2015-02-24,graphite-2-0,ompi,72,1352888,8.21,6859020k,1.057476
2015-02-24,graphite-2-0,mpich,72,1352888,8.09,6859024k,1.057476
2015-02-24,graphite-2-0,impi,72,1352888,9.21,6859288k,1.034110
2015-02-24,graphite-2-0,2dmesh,32,292822,3.45,1263292k,0.907419
2015-02-24,graphite-2-0,3dmesh,32,292822,5.69,3825524k,2.003915
2015-02-24,graphite-2-0,basic_linear,32,292822,1.51,586808k,0.097402
2015-02-24,graphite-2-0,bruck,32,292822,1.63,586808k,0.097402
2015-02-24,graphite-2-0,pair,32,292822,1.37,311460k,0.114665
2015-02-24,graphite-2-0,rdb,32,292822,9.74,9672632k,3.100763
2015-02-24,graphite-2-0,ring,32,292822,1.30,311452k,0.114665
2015-02-24,graphite-2-0,ring_light_barrier,32,292822,1.41,311720k,0.116617
2015-02-24,graphite-2-0,ring_mpi_barrier,32,292822,1.51,311796k,0.121716
2015-02-24,graphite-2-0,ring_one_barrier,32,292822,1.47,311492k,0.114926
2015-02-24,graphite-2-0,mvapich2_scatter_dest,32,292822,1.42,339176k,0.101430
2015-02-24,graphite-2-0,mvapich2,32,292822,1.41,339172k,0.101430
2015-02-24,graphite-2-0,ompi,32,292822,1.41,311456k,0.114665
2015-02-24,graphite-2-0,mpich,32,292822,1.43,311452k,0.114665
2015-02-24,graphite-2-0,impi,32,292822,1.46,311588k,0.115582
2015-02-24,graphite-2-0,2dmesh,385,37741,185.71,58045428k,6.256081
2015-02-24,graphite-2-0,basic_linear,385,37741,42.62,11130076k,1.649733
2015-02-24,graphite-2-0,bruck,385,37741,41.49,11130244k,1.649733
2015-02-24,graphite-3-0,bruck,19,1142923,1.18,412448k,0.219905
2015-02-24,graphite-3-0,rdb,19,1142923,8.51,7240808k,7.722336
2015-02-24,graphite-3-0,ring,19,1142923,0.96,412180k,0.227779
2015-02-24,graphite-3-0,ring_light_barrier,19,1142923,0.98,412188k,0.228885
2015-02-24,graphite-3-0,ring_mpi_barrier,19,1142923,1.01,412184k,0.231423
2015-02-24,graphite-3-0,ring_one_barrier,19,1142923,1.13,412184k,0.227974
2015-02-24,graphite-3-0,mvapich2_scatter_dest,19,1142923,1.18,412184k,0.221757
2015-02-24,graphite-3-0,mvapich2,19,1142923,1.13,412184k,0.221757
2015-02-24,graphite-3-0,ompi,19,1142923,1.16,412180k,0.227779
2015-02-24,graphite-3-0,mpich,19,1142923,1.16,412188k,0.227779
2015-02-24,graphite-3-0,impi,19,1142923,1.12,412444k,0.222607
2015-02-24,graphite-3-0,2dmesh,462,132482,657.91,210536396k,16.544128
2015-02-24,graphite-3-0,basic_linear,462,132482,94.60,55481268k,9.246694
2015-02-24,graphite-3-0,bruck,462,132482,94.00,55481424k,9.246694
2015-02-24,graphite-3-0,ring,462,132482,89.35,27691152k,9.376844
2015-02-24,graphite-3-0,ring_light_barrier,462,132482,104.77,27691148k,9.420608
2015-02-24,graphite-3-0,ring_mpi_barrier,462,132482,73.52,27691160k,9.536502
2015-02-24,graphite-3-0,ring_one_barrier,462,132482,108.50,27691148k,9.377196
2015-02-24,graphite-3-0,mvapich2_scatter_dest,462,132482,98.77,27873048k,9.287793
2015-02-24,graphite-3-0,mvapich2,462,132482,98.79,27873048k,9.287793
2015-02-24,graphite-3-0,ompi,462,132482,89.35,27691148k,9.376844
2015-02-24,graphite-3-0,mpich,462,132482,89.50,27691152k,9.376844
2015-02-24,graphite-3-0,impi,462,132482,99.66,27876028k,9.289884
2015-02-24,graphite-4-0,2dmesh,34,1596937,30.73,10667292k,10.982843
2015-02-24,graphite-4-0,basic_linear,34,1596937,2.63,1813636k,0.562585
2015-02-24,graphite-4-0,bruck,34,1596937,2.65,1813900k,0.562585
2015-02-24,graphite-4-0,rdb,34,1596937,59.58,59925848k,36.867618
2015-02-24,graphite-4-0,ring,34,1596937,2.77,1812312k,0.577408
2015-02-24,graphite-4-0,ring_light_barrier,34,1596937,2.71,1812316k,0.579490
2015-02-24,graphite-4-0,ring_mpi_barrier,34,1596937,2.77,1812316k,0.586062
2015-02-24,graphite-4-0,ring_one_barrier,34,1596937,2.63,1812316k,0.577669
2015-02-24,graphite-4-0,mvapich2_scatter_dest,34,1596937,2.80,1812316k,0.566291
2015-02-24,graphite-4-0,mvapich2,34,1596937,2.68,1812320k,0.566291
2015-02-24,graphite-4-0,ompi,34,1596937,2.50,1812316k,0.577408
2015-02-24,graphite-4-0,mpich,34,1596937,2.39,1812312k,0.577408
2015-02-24,graphite-4-0,impi,34,1596937,2.77,1812316k,0.567338
2015-02-24,graphite-4-0,2dmesh,289,20203,34.31,10530008k,1.228601
2015-02-24,graphite-4-0,3dmesh,289,20203,486.25,155168524k,20.678768
2015-02-24,graphite-4-0,basic_linear,289,20203,18.28,3412948k,0.226048
2015-02-24,graphite-4-0,bruck,289,20203,19.49,3412108k,0.226048
2015-02-24,griffon-8-0,basic_linear,17,272637,0.51,158724k,0.047106
2015-02-24,griffon-8-0,bruck,17,272637,0.50,158724k,0.047106
2015-02-24,griffon-8-0,rdb,17,272637,1.89,1326392k,1.552808
2015-02-24,griffon-8-0,ring,17,272637,0.48,90872k,0.055737
2015-02-24,griffon-8-0,ring_light_barrier,17,272637,0.49,91140k,0.056713
2015-02-24,griffon-8-0,ring_mpi_barrier,17,272637,0.51,90872k,0.058860
2015-02-24,griffon-8-0,ring_one_barrier,17,272637,0.50,90876k,0.055932
2015-02-24,griffon-8-0,mvapich2_scatter_dest,17,272637,0.49,104604k,0.049407
2015-02-24,griffon-8-0,mvapich2,17,272637,0.50,104604k,0.049407
2015-02-24,griffon-8-0,ompi,17,272637,0.48,90872k,0.055737
2015-02-24,griffon-8-0,mpich,17,272637,0.48,90872k,0.055737
2015-02-24,griffon-8-0,2dmesh,3,508464,0.13,23168k,0.049739
2015-02-24,griffon-8-0,3dmesh,3,508464,0.13,20264k,0.011774
2015-02-24,griffon-8-0,basic_linear,3,508464,0.13,14188k,0.011310
2015-02-24,griffon-8-0,bruck,3,508464,0.12,14192k,0.011310
2015-02-24,griffon-8-0,rdb,3,508464,0.14,26076k,0.060178
2015-02-24,griffon-8-0,ring,3,508464,0.12,14192k,0.011774
2015-02-24,griffon-8-0,ring_light_barrier,3,508464,0.13,14192k,0.011839
2015-02-24,griffon-8-0,ring_mpi_barrier,3,508464,0.12,14192k,0.012164
2015-02-24,griffon-8-0,ring_one_barrier,3,508464,0.12,14196k,0.011904
2015-02-24,griffon-8-0,mvapich2_scatter_dest,3,508464,0.13,14192k,0.011310
2015-02-24,griffon-8-0,ompi,3,508464,0.12,14188k,0.011774
2015-02-24,griffon-8-0,mpich,3,508464,0.12,14192k,0.011774
2015-02-24,griffon-8-0,impi,3,508464,0.13,14192k,0.011701
2015-02-24,griffon-8-0,2dmesh,106,59300,39.93,9705576k,4.073670
2015-02-24,griffon-8-0,basic_linear,106,59300,3.71,1319824k,0.066691
2015-02-24,griffon-8-0,bruck,106,59300,3.45,1319828k,0.066691
2015-02-24,griffon-85-0,2dmesh,48,35918,1.60,348224k,0.166963
2015-02-24,griffon-85-0,3dmesh,48,35918,2.38,1062240k,0.373066
2015-02-24,griffon-85-0,basic_linear,48,35918,1.05,172212k,0.018282
2015-02-24,griffon-85-0,bruck,48,35918,1.05,172212k,0.018282
2015-02-24,griffon-85-0,rdb,48,35918,5.20,3538472k,1.342222
2015-02-24,griffon-85-0,ring,48,35918,0.98,91952k,0.030915
2015-02-24,griffon-85-0,ring_light_barrier,48,35918,1.00,91952k,0.033907
2015-02-24,griffon-85-0,ring_mpi_barrier,48,35918,1.05,92220k,0.042022
2015-02-24,griffon-85-0,ring_one_barrier,48,35918,1.05,91956k,0.041474
2015-02-24,griffon-85-0,mvapich2_scatter_dest,48,35918,1.01,97236k,0.021303
2015-02-24,griffon-85-0,mvapich2,48,35918,1.02,97236k,0.021303
2015-02-24,griffon-85-0,ompi,48,35918,0.96,91956k,0.030915
2015-02-24,griffon-85-0,mpich,48,35918,0.96,91956k,0.030915
2015-02-24,griffon-85-0,impi,48,35918,1.12,97232k,0.022349
2015-02-24,griffon-85-0,2dmesh,4,477468,0.15,28456k,0.031484
2015-02-24,griffon-85-0,3dmesh,4,477468,0.15,26604k,0.016669
2015-02-24,griffon-85-0,basic_linear,4,477468,0.14,17104k,0.015742
2015-02-24,griffon-85-0,bruck,4,477468,0.14,17100k,0.015742
2015-02-24,griffon-85-0,pair,4,477468,0.14,17104k,0.016669
2015-02-24,griffon-85-0,rdb,4,477468,0.18,46936k,0.062042
2015-02-24,griffon-85-0,ring,4,477468,0.14,17100k,0.016669
2015-02-24,griffon-85-0,ring_light_barrier,4,477468,0.14,17100k,0.016799
2015-02-24,griffon-85-0,ring_mpi_barrier,4,477468,0.14,17104k,0.017189
2015-02-24,griffon-85-0,ring_one_barrier,4,477468,0.15,17104k,0.016799
2015-02-24,griffon-85-0,mvapich2_scatter_dest,4,477468,0.15,17108k,0.015742
2015-02-24,griffon-85-0,mvapich2,4,477468,0.14,17104k,0.016669
2015-02-24,griffon-85-0,ompi,4,477468,0.14,17104k,0.016669
2015-02-24,griffon-85-0,mpich,4,477468,0.14,17104k,0.016669
2015-02-24,griffon-85-0,impi,4,477468,0.14,17364k,0.016133
2015-02-24,griffon-9-0,basic_linear,69,46104,1.81,441152k,0.033715
2015-02-24,griffon-9-0,bruck,69,46104,1.76,441160k,0.033715
2015-02-24,griffon-9-0,rdb,69,46104,17.71,14098400k,4.337339
2015-02-24,griffon-9-0,ring,69,46104,1.55,227316k,0.052116
2015-02-24,griffon-9-0,ring_light_barrier,69,46104,1.59,227316k,0.056475
2015-02-24,griffon-9-0,ring_mpi_barrier,69,46104,1.78,227376k,0.068687
2015-02-24,griffon-9-0,ring_one_barrier,69,46104,1.68,227316k,0.103340
2015-02-24,griffon-9-0,mvapich2_scatter_dest,69,46104,1.64,236820k,0.038384
2015-02-24,griffon-9-0,mvapich2,69,46104,1.65,236816k,0.038384
2015-02-24,griffon-9-0,ompi,69,46104,1.58,227316k,0.052116
2015-02-24,griffon-9-0,mpich,69,46104,1.55,227316k,0.052116
2015-02-24,griffon-9-0,impi,69,46104,1.76,236820k,0.039568
2015-02-24,griffon-9-0,basic_linear,89,8100,1.86,144604k,0.007768
2015-02-24,griffon-9-0,bruck,89,8100,1.91,144604k,0.007768
2015-02-24,griffon-9-0,rdb,89,8100,7.74,4963396k,1.077329
2015-02-24,griffon-9-0,ring,89,8100,1.70,73584k,0.022122
2015-02-24,griffon-9-0,ring_light_barrier,89,8100,1.77,73584k,0.027782
2015-02-24,griffon-9-0,ring_mpi_barrier,89,8100,1.95,73588k,0.044539
2015-02-24,griffon-9-0,ring_one_barrier,89,8100,1.94,73592k,0.036134
2015-02-24,griffon-9-0,mvapich2_scatter_dest,89,8100,1.72,75964k,0.011398
2015-02-24,griffon-9-0,mvapich2,89,8100,1.73,75964k,0.011398
2015-02-24,griffon-9-0,ompi,89,8100,1.70,73584k,0.022122
2015-02-24,griffon-9-0,mpich,89,8100,1.88,144608k,0.007768
2015-02-24,griffon-9-0,impi,89,8100,2.36,76228k,0.012587
2015-02-24,griffon-9-0,3dmesh,7,428670,0.24,53036k,0.030214
2015-02-24,griffon-9-0,basic_linear,7,428670,0.20,29808k,0.027898
2015-02-24,griffon-9-0,bruck,7,428670,0.20,29808k,0.027898
2015-02-24,griffon-9-0,rdb,7,428670,0.37,140948k,0.239338
2015-02-24,griffon-9-0,ring,7,428670,0.20,29540k,0.030214
2015-02-24,griffon-9-0,ring_light_barrier,7,428670,0.20,29540k,0.030539
2015-02-24,griffon-9-0,ring_mpi_barrier,7,428670,0.20,29540k,0.031515
2015-02-24,griffon-9-0,ring_one_barrier,7,428670,0.20,29540k,0.030409
2015-02-24,griffon-9-0,mvapich2_scatter_dest,7,428670,0.21,29804k,0.028361
2015-02-24,griffon-9-0,mvapich2,7,428670,0.20,29804k,0.028361
2015-02-24,griffon-9-0,ompi,7,428670,0.20,29544k,0.030214
2015-02-24,griffon-9-0,mpich,7,428670,0.20,29540k,0.030214
2015-02-24,griffon-9-0,impi,7,428670,0.20,29804k,0.028948
2015-02-24,griffon-9-0,2dmesh,122,23905,24.12,5884412k,2.190206
2015-02-24,griffon-9-0,basic_linear,122,23905,3.40,722012k,0.031018
2015-02-24,griffon-9-0,bruck,122,23905,3.29,722008k,0.031018
2015-02-24,parapide-12-0,2dmesh,50,220280,4.19,2438428k,1.332761
2015-02-24,parapide-12-0,3dmesh,50,220280,8.22,8496352k,3.314260
2015-02-24,parapide-12-0,basic_linear,50,220280,2.38,1077224k,0.115708
2015-02-24,parapide-12-0,bruck,50,220280,1.31,1077228k,0.115708
2015-02-24,parapide-12-0,rdb,50,220280,18.57,22532480k,7.337819
2015-02-24,parapide-12-0,ring,50,220280,2.26,558204k,0.143330
2015-02-24,parapide-12-0,ring_light_barrier,50,220280,1.25,558468k,0.146453
2015-02-24,parapide-12-0,ring_mpi_barrier,50,220280,1.35,558468k,0.155057
2015-02-24,parapide-12-0,ring_one_barrier,50,220280,1.33,558272k,0.143590
2015-02-24,parapide-12-0,mvapich2_scatter_dest,50,220280,1.51,590668k,0.122614
2015-02-24,parapide-12-0,mvapich2,50,220280,1.22,590672k,0.122614
2015-02-24,parapide-12-0,ompi,50,220280,1.20,558196k,0.143330
2015-02-24,parapide-12-0,mpich,50,220280,1.22,558200k,0.143330
2015-02-24,parapide-12-0,impi,50,220280,1.26,590984k,0.123664
2015-02-24,parapide-12-0,basic_linear,934,5661,245.08,10920612k,1.349181
2015-02-24,parapide-12-0,bruck,934,5661,255.08,10920820k,1.349181
2015-02-24,parapide-13-0,2dmesh,493,427,12.05,5819564k,0.100108
2015-02-24,parapide-13-0,basic_linear,493,427,37.39,556852k,0.034355
2015-02-24,parapide-13-0,bruck,493,427,39.35,557144k,0.034355
2015-02-24,parapide-14-0,basic_linear,43,196092,2.00,711520k,0.088425
2015-02-24,parapide-14-0,bruck,43,196092,1.15,711516k,0.088425
2015-02-24,parapide-14-0,rdb,43,196092,9.81,13686856k,6.102143
2015-02-24,parapide-14-0,ring,43,196092,1.11,372016k,0.112018
2015-02-24,parapide-14-0,ring_light_barrier,43,196092,0.96,372280k,0.114685
2015-02-24,parapide-14-0,ring_mpi_barrier,43,196092,1.26,372392k,0.121927
2015-02-24,parapide-14-0,ring_one_barrier,43,196092,1.02,372024k,0.112278
2015-02-24,parapide-14-0,mvapich2_scatter_dest,43,196092,0.95,396832k,0.094179
2015-02-24,parapide-14-0,mvapich2,43,196092,1.04,396832k,0.094179
2015-02-24,parapide-14-0,ompi,43,196092,0.95,372016k,0.112018
2015-02-24,parapide-14-0,mpich,43,196092,1.19,372020k,0.112018
2015-02-24,parapide-14-0,impi,43,196092,0.97,397100k,0.095228
2015-02-24,parapide-14-0,2dmesh,221,7449,6.44,2157288k,0.346719
2015-02-24,parapide-14-0,basic_linear,221,7449,18.66,783116k,0.017645
2015-02-24,parapide-14-0,bruck,221,7449,6.04,782928k,0.017645
2015-02-24,parapluie-8-0,ring_light_barrier,235,64605,13.67,3511404k,0.240677
2015-02-24,parapluie-8-0,ring_mpi_barrier,235,64605,16.89,3511640k,0.294581
2015-02-24,parapluie-8-0,ring_one_barrier,235,64605,15.01,3511428k,0.963976
2015-02-24,parapluie-8-0,mvapich2_scatter_dest,235,64605,13.02,3556812k,0.177458
2015-02-24,parapluie-8-0,mvapich2,235,64605,13.14,3556812k,0.177458
2015-02-24,parapluie-8-0,ompi,235,64605,12.97,3511404k,0.225520
2015-02-24,parapluie-8-0,mpich,235,64605,12.97,3511404k,0.225520
2015-02-24,parapluie-8-0,impi,235,64605,34.10,3557604k,0.337220
2015-02-24,parapluie-9-1,basic_linear,37,618237,2.02,837632k,0.237866
2015-02-24,parapluie-9-1,bruck,37,618237,1.86,837636k,0.237866
2015-02-24,parapluie-9-1,rdb,37,618237,53.82,28401876k,16.069222
2015-02-24,parapluie-9-1,ring,37,618237,1.89,836052k,0.254079
2015-02-24,parapluie-9-1,ring_light_barrier,37,618237,1.90,836052k,0.256356
2015-02-24,parapluie-9-1,ring_mpi_barrier,37,618237,1.96,836052k,0.263514
2015-02-24,parapluie-9-1,ring_one_barrier,37,618237,2.21,836056k,0.254339
2015-02-24,parapluie-9-1,mvapich2_scatter_dest,37,618237,3.18,836048k,0.242035
2015-02-24,parapluie-9-1,mvapich2,37,618237,2.31,836052k,0.242035
2015-02-24,parapluie-9-1,ompi,37,618237,1.97,836052k,0.254079
2015-02-24,parapluie-9-1,mpich,37,618237,2.08,836052k,0.254079
2015-02-24,parapluie-9-1,impi,37,618237,2.36,836316k,0.243083
2015-02-24,parapluie-9-1,basic_linear,139,31419,7.86,1217688k,0.046414
2015-02-24,parapluie-9-1,bruck,139,31419,6.87,1217684k,0.046414
2015-02-25,graphite-2-0,basic_linear,346,379336,67.82,44528888k,11.566946
2015-02-25,graphite-2-0,bruck,346,379336,63.05,44528852k,11.566946
2015-02-25,graphite-2-0,ring,346,379336,45.07,44362212k,11.753336
2015-02-25,graphite-2-0,ring_light_barrier,346,379336,60.50,44362216k,11.708352
2015-02-25,graphite-2-0,ring_mpi_barrier,346,379336,50.10,44362216k,11.851556
2015-02-25,graphite-2-0,ring_one_barrier,346,379336,45.30,44362212k,11.744280
2015-02-25,graphite-2-0,mvapich2_scatter_dest,346,379336,44.92,44363800k,11.635768
2015-02-25,graphite-2-0,mvapich2,346,379336,44.96,44364064k,11.635765
2015-02-25,graphite-3-0,2dmesh,38,1415563,37.65,12879824k,12.205023
2015-02-25,graphite-3-0,basic_linear,38,1415563,2.90,2007184k,0.559139
2015-02-25,graphite-3-0,bruck,38,1415563,2.90,2007708k,0.559139
2015-02-25,graphite-3-0,rdb,38,1415563,72.78,69665368k,38.819296
2015-02-25,graphite-3-0,ring,38,1415563,2.90,2005596k,0.575815
2015-02-25,graphite-3-0,ring_light_barrier,38,1415563,2.91,2005596k,0.578157
2015-02-25,graphite-3-0,ring_mpi_barrier,38,1415563,2.91,2005600k,0.585510
2015-02-25,graphite-3-0,ring_one_barrier,38,1415563,2.95,2005596k,0.576075
2015-02-25,graphite-3-0,mvapich2_scatter_dest,38,1415563,2.99,2005860k,0.563308
2015-02-25,graphite-3-0,mvapich2,38,1415563,2.60,2005860k,0.563308
2015-02-25,graphite-3-0,ompi,38,1415563,3.18,2005600k,0.575815
2015-02-25,graphite-3-0,mpich,38,1415563,3.08,2005596k,0.575815
2015-02-25,graphite-3-0,impi,38,1415563,2.88,2005868k,0.564356
2015-02-25,graphite-4-0,2dmesh,6,1206026,0.50,158096k,0.271540
2015-02-25,graphite-4-0,3dmesh,6,1206026,0.43,101600k,0.066638
2015-02-25,graphite-4-0,basic_linear,6,1206026,0.34,52232k,0.064785
2015-02-25,graphite-4-0,rdb,6,1206026,0.72,278216k,0.636803
2015-02-25,graphite-4-0,ring,6,1206026,0.32,52232k,0.066638
2015-02-25,graphite-4-0,ring_light_barrier,6,1206026,0.33,52232k,0.066898
2015-02-25,graphite-4-0,ring_mpi_barrier,6,1206026,0.34,52232k,0.067744
2015-02-25,graphite-4-0,ring_one_barrier,6,1206026,0.33,52228k,0.066833
2015-02-25,graphite-4-0,mvapich2_scatter_dest,6,1206026,0.34,52228k,0.065248
2015-02-25,graphite-4-0,mvapich2,6,1206026,0.33,52228k,0.065248
2015-02-25,graphite-4-0,ompi,6,1206026,0.33,52228k,0.066638
2015-02-25,graphite-4-0,mpich,6,1206026,0.33,52232k,0.066638
2015-02-25,graphite-4-0,impi,6,1206026,0.35,52228k,0.065834
2015-02-25,graphite-4-0,2dmesh,146,46405,68.93,19236756k,6.063332
2015-02-25,graphite-4-0,basic_linear,146,46405,6.62,1964092k,0.072048
2015-02-25,graphite-4-0,bruck,146,46405,6.55,1964356k,0.072048
2015-02-25,idbool-0,basic_linear,53,1630926,5.40,4489364k,0.905085
2015-02-25,idbool-0,bruck,53,1630926,5.34,4489628k,0.905085
2015-02-25,idbool-0,ring,53,1630926,5.36,4485932k,0.928709
2015-02-25,idbool-0,ring_light_barrier,53,1630926,4.98,4485908k,0.932026
2015-02-25,idbool-0,ring_mpi_barrier,53,1630926,5.48,4485908k,0.942308
2015-02-25,idbool-0,ring_one_barrier,53,1630926,5.10,4485908k,0.928968
2015-02-25,idbool-0,mvapich2_scatter_dest,53,1630926,5.53,4488240k,0.911107
2015-02-25,idbool-0,mvapich2,53,1630926,6.84,4486172k,0.911107
2015-02-25,idbool-0,ompi,53,1630926,5.06,4485908k,0.928708
2015-02-25,idbool-0,mpich,53,1630926,5.90,4485932k,0.928709
2015-02-25,idbool-0,impi,53,1630926,7.04,4486176k,0.912157
2015-02-25,idbool-0,2dmesh,86,39069,10.89,3567192k,1.769535
2015-02-25,idbool-0,basic_linear,86,39069,2.07,582976k,0.035697
2015-02-25,idbool-0,bruck,86,39069,2.07,587060k,0.035697
2015-02-25,idbool-0,rdb,86,39069,19.20,21575088k,4.900079
2015-02-25,idbool-0,ring,86,39069,1.97,297876k,0.058767
2015-02-25,idbool-0,ring_light_barrier,86,39069,1.77,301936k,0.064231
2015-02-25,idbool-0,ring_mpi_barrier,86,39069,2.04,300176k,0.080141
2015-02-25,idbool-0,ring_one_barrier,86,39069,1.95,299900k,0.142495
2015-02-25,idbool-0,mvapich2_scatter_dest,86,39069,1.77,308172k,0.041465
2015-02-25,idbool-0,mvapich2,86,39069,1.83,308176k,0.041465
2015-02-25,idbool-0,ompi,86,39069,1.74,297852k,0.058767
2015-02-25,idbool-0,mpich,86,39069,1.73,297852k,0.058767
2015-02-25,idbool-0,impi,86,39069,1.90,308348k,0.042652
2015-02-25,idbool-0,basic_linear,293,53044,22.03,9010244k,0.665215
2015-02-25,idbool-1,basic_linear,115,620377,10.27,8044308k,0.754843
2015-02-25,idbool-1,bruck,115,620377,9.86,8042512k,0.754843
2015-02-25,idbool-1,ring,115,620377,9.41,8024848k,0.807187
